expiry,strike,type,bid_usd,ask_usd,mid_usd,underlying,mark_iv,valuation
2026-08-02T08:00:00+00:00,62500.0,P,213.78142599999998,251.50756,232.644493,62876.89,23.7,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,80000.0,C,18.919815,31.533025000000002,25.22642,63066.05,37.34,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,100000.0,C,25.316936,31.646169999999998,28.481552999999998,63292.34,47.32,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,98000.0,C,1194.9421949999999,1291.8294,1243.3857975,64591.47,40.61,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,88000.0,P,24420.09485,25118.71915,24769.407000000003,63511.3,37.74,2026-07-31T16:24:21.479000+00:00
2026-08-14T08:00:00+00:00,65000.0,P,2707.37976,2864.78556,2786.08266,62962.32,30.98,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,60000.0,P,2183.624025,2246.9174749999997,2215.27075,63293.45,37.63,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,61000.0,P,471.89639999999997,503.35616,487.62627999999995,62919.52,35.81,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,72000.0,P,11380.77176,11636.51944,11508.6456,63936.92,38.86,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,56000.0,C,13273.547085,13499.61723,13386.582157499999,64591.47,43.66,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,62000.0,P,1860.41573,1923.48067,1891.9482,63064.94,34.77,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,55000.0,C,15996.0696,16191.939840000001,16094.00472,65290.08,45.03,2026-07-31T16:24:21.479000+00:00
2026-08-01T08:00:00+00:00,57000.0,C,3771.4008,7731.37164,5751.38622,62856.68,64.72,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,56000.0,C,11028.927225,11252.70256,11140.814892499999,63935.81,42.62,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,52000.0,P,601.2772299999999,664.56957,632.9234,63292.34,44.49,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,86000.0,P,23737.365225,24157.20978,23947.287502500003,64591.47,40.15,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,40000.0,P,1356.4208700000001,1388.7166049999998,1372.5687375000002,64591.47,52.39,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,120000.0,C,387.54882000000003,452.14029,419.844555,64591.47,42.55,2026-07-31T16:24:21.479000+00:00
2026-08-01T08:00:00+00:00,63500.0,C,56.571011999999996,75.428016,65.99951399999999,62856.68,27.47,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,80000.0,C,571.6016999999999,635.113,603.35735,63511.3,36.18,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,140000.0,C,489.68377499999997,587.6205299999999,538.6521525,65291.17,44.25,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,62000.0,C,1604.4477599999998,1667.36728,1635.9075199999997,62919.52,33.86,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,71000.0,P,5753.26197,10751.997780000002,8252.629875,62877.18,40.47,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,56000.0,P,4747.473045,4876.655985,4812.064515,64591.47,43.66,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,56000.0,C,15375.813839999999,15571.684079999999,15473.748959999999,65290.08,44.77,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,66000.0,P,1037.64771,5597.00886,3317.3282849999996,62887.74,30.47,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,64000.0,C,3132.9708299999998,3196.26317,3164.617,63292.34,35.51,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,40000.0,P,18.919815,25.22642,22.073117500000002,63066.05,67.36,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,220000.0,P,149340.89527500002,164721.203625,157031.04945,63293.45,72.81,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,50000.0,C,15632.305545,15856.08088,15744.193212499998,63935.81,46.02,2026-07-31T16:24:21.479000+00:00
2026-08-14T08:00:00+00:00,52000.0,C,10766.55672,11301.736439999999,11034.146579999999,62962.32,50.88,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,69000.0,C,2476.9407,2572.2076500000003,2524.574175,63511.3,36.33,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,75000.0,P,11828.66108,12489.304385000001,12158.9827325,62918.41,52.17,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,84000.0,C,4439.79956,4603.027485,4521.4135225,65291.17,41.37,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,64500.0,P,1477.61373,1949.19258,1713.403155,62877.18,26.15,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,62000.0,C,943.1462999999999,1288.96661,1116.056455,62876.42,27.4,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,40000.0,P,126.58467999999999,139.243148,132.91391399999998,63292.34,62.07,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,280000.0,P,207314.05967,226966.33123999997,217140.195455,63292.34,81.51,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,69000.0,P,7970.66815,8097.690750000001,8034.1794500000005,63511.3,36.33,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,60000.0,C,2704.17282,3427.38183,3065.777325,62887.74,36.06,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,62000.0,P,4001.2119000000002,4096.47885,4048.8453750000003,63511.3,38.2,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,69000.0,P,5914.43488,7644.72168,6779.57828,62919.52,36.68,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,88000.0,P,26311.902240000003,26768.9328,26540.41752,65290.08,41.32,2026-07-31T16:24:21.479000+00:00
2026-08-02T08:00:00+00:00,70000.0,P,4841.52053,9651.602615,7246.561572500001,62876.89,38.52,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,86000.0,P,22514.75585,25023.452200000003,23769.104025000004,63511.3,37.2,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,82000.0,P,20378.608785,20798.45334,20588.5310625,64591.47,40.08,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,64000.0,C,6361.613095,6457.51681,6409.5649525,63935.81,40.01,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,95000.0,P,31682.660490000002,32231.69742,31957.178955000003,64592.58,40.45,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,95000.0,C,479.51857499999994,511.48648,495.5025275,63935.81,40.1,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,95000.0,C,25.316936,37.975404,31.646169999999998,63292.34,43.18,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,64000.0,P,1667.337865,1793.1746850000002,1730.2562750000002,62918.41,31.85,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,35000.0,C,28228.38364,28449.90683,28339.145234999996,63292.34,70.96,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,240000.0,P,168087.24448999998,184966.29833,176526.77141000002,63935.81,62.35,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,86000.0,P,22672.244975,24469.6274,23570.936187500003,63066.05,44.4,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,105000.0,C,1762.86159,1860.798345,1811.8299675,65291.17,41.75,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,86000.0,P,22920.987885,23368.538555,23144.763219999997,63935.81,39.07,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,79000.0,C,25.22642,31.533025000000002,28.3797225,63066.05,36.36,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,78000.0,P,14757.455700000002,16680.970225,15719.2129625,63066.05,35.77,2026-07-31T16:24:21.479000+00:00
2026-08-02T08:00:00+00:00,57000.0,C,3804.051845,7828.172805,5816.112325,62876.89,57.45,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,62500.0,P,345.82030999999995,408.69672999999995,377.25852,62876.42,26.52,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,150000.0,P,80450.05839,91624.57473000001,86037.31656,64592.58,46.59,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,45000.0,P,234.181658,259.498594,246.84012599999997,63292.34,53.76,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,20000.0,C,43987.83727999999,44083.740995,44035.789137499996,63935.81,84.92,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,110000.0,C,645.9147,678.2104350000001,662.0625675,64591.47,41.47,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,125000.0,C,322.95735,387.54882000000003,355.253085,64591.47,43.4,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,150000.0,P,81072.01456,91845.38558,86458.70006999999,63936.92,50.54,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,120000.0,P,55496.568,56149.4688,55823.0184,65290.08,42.61,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,63000.0,P,4477.54665,4541.057949999999,4509.302299999999,63511.3,37.84,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,64000.0,P,9761.029915,9924.25784,9842.643877499999,65291.17,43.0,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,95000.0,C,2709.53832,2840.11848,2774.8284000000003,65290.08,41.41,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,98000.0,C,383.62152,415.58997999999997,399.60575,63936.92,40.55,2026-07-31T16:24:21.479000+00:00
2026-08-14T08:00:00+00:00,52000.0,P,50.369856,62.96232,56.666087999999995,62962.32,50.88,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,108000.0,P,43956.6325,46737.88852,45347.26051,63936.92,42.28,2026-07-31T16:24:21.479000+00:00
2026-08-02T08:00:00+00:00,64000.0,P,943.1366999999999,1446.14294,1194.6398199999999,62875.78,24.25,2026-07-31T16:24:21.479000+00:00
2026-08-21T08:00:00+00:00,56000.0,C,6710.60334,7624.25356,7167.42845,63010.36,41.71,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,74000.0,P,15735.17197,16028.982235,15882.0771025,65291.17,41.83,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,94000.0,P,30618.02837,31406.34012,31012.184245000004,63064.94,52.35,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,86000.0,C,69.622795,88.61082999999999,79.1168125,63293.45,38.21,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,63500.0,C,786.480125,849.398535,817.93933,62918.41,32.06,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,115000.0,C,127.87162,153.44594399999997,140.658782,63935.81,43.72,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,140000.0,P,70792.25112,81385.2522,76088.75166,64591.47,45.37,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,64500.0,P,1100.53545,3521.71344,2311.124445,62887.74,28.67,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,80000.0,P,17646.28356,17997.930514999996,17822.107037499998,63935.81,38.87,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,56000.0,P,1139.2621199999999,1234.2006299999998,1186.7313749999998,63292.34,40.59,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,50000.0,P,132.438705,151.35852,141.89861249999998,63066.05,49.57,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,55000.0,P,37.751712,44.043664,40.897687999999995,62919.52,51.32,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,70000.0,P,11723.55327,11885.03472,11804.293995,64592.58,40.9,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,86000.0,C,4047.9849600000002,4211.2101600000005,4129.59756,65290.08,41.33,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,64000.0,C,8816.735655,8945.918595000001,8881.327125000002,64591.47,41.75,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,82000.0,P,19340.918299999998,19724.539819999998,19532.729059999998,63936.92,38.91,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,78000.0,C,31.533025000000002,44.146235000000004,37.83963,63066.05,35.77,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,90000.0,P,26629.727179999998,27109.25408,26869.49063,63936.92,39.35,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,92000.0,C,6.306494000000001,18.919482,12.612988000000001,63064.94,50.87,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,50000.0,C,17504.288370000002,17762.654250000003,17633.47131,64591.47,46.03,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,79000.0,P,15734.979475,17153.965600000003,16444.472537499998,63066.05,36.36,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,74000.0,P,11717.834850000001,12067.147,11892.490925,63511.3,36.01,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,140000.0,P,70253.29892,81483.38016,75868.33953999999,65291.17,44.25,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,72000.0,C,12.583682000000001,18.875523,15.7296025,62918.41,42.93,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,180000.0,P,110131.34469999999,122822.82332,116477.08400999999,63936.92,54.95,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,88000.0,P,24658.82555,25384.085125,25021.4553375,63066.05,47.19,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,96000.0,P,32605.14785,34434.0633,33519.605575,63066.05,54.77,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,86000.0,C,12.61321,18.919815,15.766512500000001,63066.05,44.4,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,76000.0,C,6431.072880000001,6594.2980800000005,6512.68548,65290.08,41.67,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,35000.0,P,447.55066999999997,479.51857499999994,463.5346225,63935.81,60.94,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,71000.0,P,7896.399759999999,8903.112079999999,8399.75592,62919.52,41.08,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,150000.0,P,81678.76477,92311.87788999999,86995.32132999999,63292.34,70.79,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,57000.0,C,6558.8692,6811.133400000001,6685.0013,63066.05,39.72,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,61000.0,C,6001.81785,6160.596100000001,6081.206975,63511.3,38.58,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,50000.0,P,3003.503355,3100.3905600000003,3051.9469575000003,64591.47,46.03,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,69000.0,P,3804.06939,8677.05084,6240.560115,62877.18,35.95,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,190000.0,C,51.673176000000005,83.96891099999999,67.8210435,64591.47,51.18,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,110000.0,C,172.626687,204.594592,188.6106395,63935.81,42.74,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,62500.0,C,911.88876,1006.22208,959.0554199999999,62888.88,29.91,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,48000.0,P,88.29247000000001,100.90568,94.59907500000001,63066.05,52.68,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,88000.0,P,24494.56515,26583.248999999996,25538.907075,63293.45,39.37,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,63500.0,P,817.3934599999999,1068.89914,943.1462999999999,62876.42,25.56,2026-07-31T16:24:21.479000+00:00
2026-08-21T08:00:00+00:00,59000.0,C,4568.2510999999995,5072.33398,4820.29254,63010.36,37.7,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,67000.0,C,12.577548,25.155096,18.866321999999997,62887.74,32.38,2026-07-31T16:24:21.479000+00:00
2026-08-14T08:00:00+00:00,60000.0,C,3462.9276,3714.77688,3588.85224,62962.32,36.28,2026-07-31T16:24:21.479000+00:00
2026-08-01T08:00:00+00:00,63500.0,P,534.28178,911.42186,722.85182,62856.68,27.47,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,76000.0,P,15792.614415,16115.571765,15954.09309,64591.47,40.33,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,64000.0,C,4477.636184999999,4541.148754999999,4509.39247,63512.57,37.52,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,76000.0,C,316.46725,348.113975,332.2906125,63293.45,33.97,2026-07-31T16:24:21.479000+00:00
2026-08-02T08:00:00+00:00,58000.0,C,2766.5831599999997,6853.58101,4810.082085,62876.89,50.66,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,110000.0,C,12.658468,18.987702,15.823084999999999,63292.34,52.64,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,82000.0,C,1406.58782,1470.52363,1438.555725,63935.81,38.91,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,55000.0,P,981.03127,1044.32361,1012.6774399999999,63292.34,41.35,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,130000.0,P,61730.024554999996,71192.524435,66461.274495,63935.81,46.79,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,106000.0,C,223.77922,249.353988,236.566604,63936.92,41.94,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,60000.0,C,3083.0564799999997,3334.73456,3208.8955199999996,62919.52,37.83,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,30000.0,C,34141.72254,34301.562065,34221.6423025,63935.81,67.99,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,180000.0,C,6.393581,31.967905,19.180742999999996,63935.81,54.95,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,74000.0,P,11076.353749999998,11424.467724999999,11250.410737499999,63293.45,33.72,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,106000.0,P,42006.55644,42805.76794,42406.16219,63936.92,41.94,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,84000.0,P,20685.6644,22577.6459,21631.655150000002,63066.05,41.77,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,88000.0,P,25449.47652,25901.624580000003,25675.550550000004,64592.58,40.18,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,57000.0,P,2222.8955000000005,2318.16245,2270.5289749999997,63511.3,40.47,2026-07-31T16:24:21.479000+00:00
2026-08-14T08:00:00+00:00,64000.0,C,1070.3594400000002,1101.8406,1086.10002,62962.32,31.8,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,58000.0,C,4907.63598,5159.309620000001,5033.4728000000005,62918.41,42.32,2026-07-31T16:24:21.479000+00:00
2026-08-01T08:00:00+00:00,60000.0,C,785.7085000000001,4871.3927,2828.5506,62856.68,49.09,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,62000.0,P,5466.511755,5562.415469999999,5514.4636125,63935.81,40.51,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,66000.0,C,182.46660799999998,207.634416,195.05051199999997,62919.52,32.65,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,45000.0,C,18291.486259999998,18639.594129999998,18465.540194999998,63292.34,53.76,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,200000.0,C,38.754881999999995,64.59147,51.673176000000005,64591.47,51.6,2026-07-31T16:24:21.479000+00:00
2026-08-14T08:00:00+00:00,50000.0,C,12749.8698,13159.12488,12954.49734,62962.32,54.71,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,60000.0,P,3207.3206500000006,3270.83195,3239.0762999999997,63511.3,38.99,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,52000.0,P,1206.7147,1270.226,1238.47035,63511.3,43.92,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,140000.0,P,71416.29977,81518.15775,76467.22876,63935.81,48.62,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,125000.0,P,61298.63129,66393.66466,63846.147975,63292.34,60.25,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,92000.0,P,28631.9867,30681.633325,29656.810012500002,63066.05,50.87,2026-07-31T16:24:21.479000+00:00
2026-08-02T08:00:00+00:00,67000.0,P,1886.3066999999999,6633.511895,4259.9092975,62876.89,37.53,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,60000.0,P,289.42979199999996,302.013696,295.721744,62919.52,37.83,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,55000.0,P,5745.52704,5908.75224,5827.13964,65290.08,45.03,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,102000.0,P,38205.854505,38819.47347,38512.6639875,64591.47,40.89,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,75000.0,P,11856.4174,12392.478825000002,12124.4481125,63066.05,33.7,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,96000.0,C,1356.4208700000001,1421.01234,1388.7166049999998,64591.47,40.49,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,60000.0,C,6668.6865,6763.95345,6716.319975,63511.3,38.99,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,98000.0,P,34399.38679,36488.034009999996,35443.7104,63292.34,45.56,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,40000.0,C,23196.64261,23513.10431,23354.87346,63292.34,62.07,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,77000.0,C,37.83963,50.45284,44.146235000000004,63066.05,34.81,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,76000.0,P,13369.395985,13813.983975,13591.68998,63512.57,36.04,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,100000.0,P,36758.315039999994,37313.28072,37035.797880000006,65290.08,41.53,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,66000.0,C,3556.6328000000003,3651.8997500000005,3604.2662750000004,63511.3,36.98,2026-07-31T16:24:21.479000+00:00
2026-08-02T08:00:00+00:00,66000.0,P,943.1533499999999,5596.04321,3269.5982799999997,62876.89,34.41,2026-07-31T16:24:21.479000+00:00
2026-08-28T08:00:00+00:00,82000.0,P,18699.083825,20370.334150000002,19534.708987500002,63066.05,39.99,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,59000.0,P,44.021418,62.88774,53.454578999999995,62887.74,39.44,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,58000.0,C,7938.9125,8161.202050000001,8050.057275,63511.3,39.94,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,70000.0,P,9973.986359999999,10197.761695,10085.8740275,63935.81,39.02,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,68000.0,P,6265.9416599999995,6487.464849999999,6376.703255,63292.34,34.13,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,90000.0,C,177.83164,203.23616,190.53390000000002,63511.3,38.31,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,70000.0,P,4778.66568,9714.52431,7246.594995,62877.18,38.45,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,61000.0,C,1855.18833,2515.5096,2185.348965,62887.74,33.03,2026-07-31T16:24:21.479000+00:00
2026-08-04T08:00:00+00:00,58000.0,C,2798.50443,6949.09527,4873.799849999999,62887.74,42.94,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,125000.0,C,76.72297199999998,95.903715,86.3133435,63935.81,45.7,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,95000.0,C,1421.03676,1517.92563,1469.481195,64592.58,40.45,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,56000.0,C,9399.6724,9590.2063,9494.93935,63511.3,41.04,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,40000.0,P,1991.34744,2121.9276,2056.63752,65290.08,51.64,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,70000.0,C,3932.052315,4027.95603,3980.0041724999996,63935.81,39.02,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,30000.0,P,294.109832,306.89721599999996,300.503524,63936.92,67.99,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,140000.0,C,6.329234,18.987702,12.658468,63292.34,67.45,2026-07-31T16:24:21.479000+00:00
2026-08-21T08:00:00+00:00,65000.0,P,3056.00246,3245.03354,3150.518,63010.36,32.26,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,95000.0,P,32318.5896,32840.91024,32579.749920000002,65290.08,41.41,2026-07-31T16:24:21.479000+00:00
2026-12-25T08:00:00+00:00,100000.0,C,351.65306,383.62152,367.63729,63936.92,41.27,2026-07-31T16:24:21.479000+00:00
2026-10-30T08:00:00+00:00,70000.0,P,8669.465805,8860.003515,8764.73466,63512.57,36.17,2026-07-31T16:24:21.479000+00:00
2027-06-25T08:00:00+00:00,82000.0,P,21545.726400000003,21904.82184,21725.27412,65290.08,41.37,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,180000.0,P,110666.65649,123325.12448999999,116995.89048999999,63292.34,71.63,2026-07-31T16:24:21.479000+00:00
2026-08-07T08:00:00+00:00,63500.0,P,1384.20502,1447.12343,1415.664225,62918.41,32.06,2026-07-31T16:24:21.479000+00:00
2026-08-03T08:00:00+00:00,65000.0,P,1854.8543899999997,2452.18038,2153.517385,62876.42,26.77,2026-07-31T16:24:21.479000+00:00
2026-08-21T08:00:00+00:00,66000.0,P,3717.6767299999997,3938.216875,3827.9468025,63011.47,31.79,2026-07-31T16:24:21.479000+00:00
2027-03-26T08:00:00+00:00,62000.0,P,7234.24464,7395.723315,7314.9839775,64591.47,42.14,2026-07-31T16:24:21.479000+00:00
2026-09-25T08:00:00+00:00,102000.0,P,38418.450379999995,40507.0976,39462.77399,63292.34,48.57,2026-07-31T16:24:21.479000+00:00
